step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
95,3823,95,0.046851553259002685,0.0,0.0,,,,,
96,3864,96,0.050804251175373794,0.0,0.0,,,,,
97,3913,97,0.03528270757347249,0.0,0.0,0.03913984644063749,0.0,0.0,,
98,3954,98,0.051672996980079926,0.0,0.0,,,,,
99,3995,99,0.046698657420929525,0.0,0.0,,,,,
100,4044,100,0.036853940200677844,0.0,0.0,,,,,
101,4093,101,0.03371400215080939,0.0,0.0,,,,,
102,4126,102,0.05162347213481552,0.0,0.0,,,,,
103,4175,103,0.039079204994486645,0.0,0.0,,,,,
104,4216,104,0.04304441184492317,0.0,0.0,,,,,
105,4257,105,0.03251163286424708,1.0,1.0,0.03495390719902935,1.0,1.0,,
106,4298,106,0.057678062099614194,0.0,0.0,,,,,
107,4339,107,0.06201208595508069,0.0,0.0,,,,,
108,4380,108,0.04165694377434557,1.0,1.0,,,,,
109,4421,109,0.041960393608984306,0.0,0.0,,,,,
110,4470,110,0.03159187993927238,0.0,0.0,,,,,
111,4511,111,0.036947161795389545,1.0,1.0,,,,,
112,4552,112,0.04312431844093953,0.0,0.0,,,,,
113,4593,113,0.039202167986048156,0.0,0.0,0.0365986365438439,1.0,1.0,,
114,4634,114,0.04388045412952488,0.0,0.0,,,,,
115,4667,115,0.044421082731860226,1.0,1.0,,,,,
116,4708,116,0.034906418972997934,1.0,1.0,,,,,
117,4749,117,0.05589017605441041,0.0,0.0,,,,,
118,4782,118,0.021365129343594164,1.0,1.0,,,,,
119,4823,119,0.0213104166793637,1.0,1.0,,,,,
120,4864,120,0.049222526422236124,0.0,0.0,,,,,
121,4905,121,0.01586394941165054,1.0,1.0,0.019908933691913263,1.0,1.0,,
122,4954,122,0.015551289250094365,1.0,1.0,,,,,
123,4995,123,0.0508676992600449,0.0,0.0,,,,,
124,5028,124,0.029586186018714215,1.0,1.0,,,,,
125,5069,125,0.01912136500570341,1.0,1.0,,,,,
126,5110,126,0.07167751126459915,0.0,0.0,,,,,
127,5159,127,0.018038648339230957,1.0,1.0,,,,,
128,5200,128,0.03947487129204092,0.0,0.0,,,,,
129,5241,129,0.046340820784011166,0.0,0.0,0.044312813031110634,1.0,1.0,,
130,5282,130,0.03419318993549814,1.0,1.0,,,,,
131,5323,131,0.017699606474954638,1.0,1.0,,,,,
132,5364,132,0.04192974084397429,0.0,0.0,,,,,
133,5405,133,0.025734486696594106,1.0,1.0,,,,,
134,5446,134,0.03372723655378287,1.0,1.0,,,,,
135,5495,135,0.024234941490334075,1.0,1.0,,,,,
136,5536,136,0.06063405905785475,0.0,0.0,,,,,
137,5585,137,0.04641412580628336,0.0,0.0,0.020344648684937662,1.0,1.0,,
138,5618,138,0.0313626817668046,1.0,1.0,,,,,
139,5667,139,0.016235809383786468,1.0,1.0,,,,,
140,5700,140,0.02665802674519,1.0,1.0,,,,,
141,5749,141,0.014547557611531373,1.0,1.0,,,,,
142,5790,142,0.06570877284270682,0.0,0.0,,,,,
143,5831,143,0.017975058157877356,1.0,1.0,,,,,
144,5880,144,0.05376399264147039,0.0,0.0,,,,,
145,5921,145,0.010909624977801288,1.0,1.0,0.03989027990150498,0.0,0.0,,
146,5962,146,0.021363856833558206,1.0,1.0,,,,,
147,6003,147,0.039872351167374295,0.0,0.0,,,,,
148,6052,148,0.014291889758169418,1.0,1.0,,,,,
149,6093,149,0.021221962432772672,1.0,1.0,,,,,
150,6134,150,0.012924932326495765,1.0,1.0,,,,,
151,6183,151,0.04872813431087706,0.0,0.0,,,,,
152,6224,152,0.045955828256504905,0.0,0.0,,,,,
153,6265,153,0.06307465740869521,0.0,0.0,0.03989381169537956,1.0,1.0,,
154,6298,154,0.04826969457561063,0.0,0.0,,,,,
155,6339,155,0.013854082224857848,1.0,1.0,,,,,
156,6380,156,0.030165879251435403,1.0,1.0,,,,,
157,6413,157,0.03208947240475027,1.0,1.0,,,,,
158,6446,158,0.03986424610302493,1.0,1.0,,,,,
159,6487,159,0.05913460899864731,0.0,0.0,,,,,
160,6528,160,0.014127974925024317,1.0,1.0,,,,,
161,6577,161,0.027261959129051928,1.0,1.0,0.03166023702642026,1.0,1.0,,
162,6626,162,0.015136456558983203,1.0,1.0,,,,,
163,6667,163,0.05976500518390093,0.0,0.0,,,,,
164,6708,164,0.029756727606523783,1.0,1.0,,,,,
165,6757,165,0.012898525805206494,1.0,1.0,,,,,
166,6798,166,0.013277308949269354,1.0,1.0,,,,,
167,6839,167,0.06824648107559915,0.0,0.0,,,,,
168,6888,168,0.024114298463973678,1.0,1.0,,,,,
169,6921,169,0.05456022388523707,0.0,0.0,0.014675098386102037,1.0,1.0,,
170,6962,170,0.019391593527208897,1.0,1.0,,,,,
171,6995,171,0.02573638284357003,1.0,1.0,,,,,
172,7036,172,0.011889359080887516,1.0,1.0,,,,,
173,7085,173,0.020163729232153857,1.0,1.0,,,,,
174,7118,174,0.05037574986395612,0.0,0.0,,,,,
175,7151,175,0.0224267528807286,1.0,1.0,,,,,
176,7200,176,0.08269734983674425,0.0,0.0,,,,,
177,7233,177,0.04157387132263466,0.0,0.0,0.03259448263014201,1.0,1.0,,
178,7282,178,0.019776240997428734,1.0,1.0,,,,,
179,7315,179,0.054186245213536495,0.0,0.0,,,,,
180,7356,180,0.02875060552956711,1.0,1.0,,,,,
181,7397,181,0.08319483665065493,0.0,0.0,,,,,
182,7438,182,0.018001906063000207,1.0,1.0,,,,,
183,7479,183,0.03232921847082616,1.0,1.0,,,,,
184,7520,184,0.10132540560897817,0.0,0.0,,,,,
185,7561,185,0.030481862549175277,1.0,1.0,0.015744921904066962,1.0,1.0,,
186,7602,186,0.021632889241154776,1.0,1.0,,,,,
187,7643,187,0.031221582009864503,0.0,0.0,,,,,
188,7684,188,0.01955259046825086,1.0,1.0,,,,,
189,7725,189,0.05041071860672674,0.0,0.0,,,,,
190,7766,190,0.037213971395511185,0.0,0.0,,,,,
191,7807,191,0.03386162737532868,1.0,1.0,,,,,
192,7848,192,0.020379507233330516,1.0,1.0,,,,,
193,7881,193,0.04305991961486143,0.0,0.0,0.03615832233885157,1.0,1.0,,
194,7922,194,0.03946155983913924,0.0,0.0,,,,,
195,7963,195,0.023123768823756108,1.0,1.0,,,,,
196,7996,196,0.03457630237044214,1.0,1.0,,,,,
197,8045,197,0.022038487906102095,1.0,1.0,,,,,
198,8086,198,0.01730143793273965,1.0,1.0,,,,,
199,8127,199,0.03230223792272955,1.0,1.0,,,,,
200,8168,200,0.019056588901723445,1.0,1.0,,,,,
201,8209,201,0.01610607530770358,1.0,1.0,0.03350958629921661,0.0,0.0,,
202,8258,202,0.021289341179362962,1.0,1.0,,,,,
203,8299,203,0.07685547853319441,0.0,0.0,,,,,
204,8340,204,0.014909257471590534,1.0,1.0,,,,,
205,8381,205,0.06549718763600686,0.0,0.0,,,,,
206,8414,206,0.038116652714961674,0.0,0.0,,,,,
207,8463,207,0.0147529315044873,1.0,1.0,,,,,
208,8504,208,0.01484430547055672,1.0,1.0,,,,,
209,8545,209,0.028808230495837053,1.0,1.0,0.10686558332899586,0.0,0.0,,
210,8578,210,0.06623209069213772,0.0,0.0,,,,,
211,8619,211,0.013772889317973753,1.0,1.0,,,,,
212,8652,212,0.11142034845848683,0.0,0.0,,,,,
213,8701,213,0.017313490224963365,1.0,1.0,,,,,
214,8742,214,0.02717161290929835,1.0,1.0,,,,,
215,8783,215,0.028444155963421508,1.0,1.0,,,,,
216,8824,216,0.01389237925549969,1.0,1.0,,,,,
217,8865,217,0.016701418274493337,1.0,1.0,0.019273172821267507,1.0,1.0,,
218,8906,218,0.016521015448030085,1.0,1.0,,,,,
219,8939,219,0.02535264506481326,1.0,1.0,,,,,
220,8972,220,0.046099698483185424,1.0,1.0,,,,,
221,9021,221,0.025476211301914492,1.0,1.0,,,,,
222,9062,222,0.015094618400609761,1.0,1.0,,,,,
223,9103,223,0.012311400025500916,1.0,1.0,,,,,
224,9136,224,0.019225730497855694,1.0,1.0,,,,,
225,9177,225,0.014436718521115836,1.0,1.0,0.009636351875615219,1.0,1.0,,
226,9218,226,0.02510430660442217,1.0,1.0,,,,,
227,9251,227,0.04169504302272344,1.0,1.0,,,,,
228,9292,228,0.014623781299218536,1.0,1.0,,,,,
229,9333,229,0.012368067948791578,1.0,1.0,,,,,
230,9374,230,0.0198999739418573,1.0,1.0,,,,,
231,9415,231,0.014282706702520954,1.0,1.0,,,,,
232,9456,232,0.07322972143709194,0.0,0.0,,,,,
233,9497,233,0.02493407165058307,1.0,1.0,0.021896287908239172,1.0,1.0,,
234,9530,234,0.057549177456603505,0.0,0.0,,,,,
235,9571,235,0.013857874415989502,1.0,1.0,,,,,
236,9612,236,0.12478576438425809,0.0,0.0,,,,,
237,9653,237,0.011591871300362983,1.0,1.0,,,,,
238,9702,238,0.010233925382147693,1.0,1.0,,,,,
239,9743,239,0.037374805661112086,0.0,0.0,,,,,
240,9776,240,0.04322474923887057,0.0,0.0,,,,,
241,9809,241,0.018677770375270485,1.0,1.0,0.04306739366840399,0.0,0.0,,
242,9850,242,0.02705450793128694,1.0,1.0,,,,0.6896551847457886,0.6594629810600772
243,9883,243,0.03656490385146754,1.0,1.0,,,,,
244,9916,244,0.04863811460440047,0.0,0.0,,,,,
245,9957,245,0.030182585559457954,1.0,1.0,,,,,
246,9998,246,0.02192350087652449,1.0,1.0,,,,,
247,10039,247,0.026541013961743378,1.0,1.0,,,,,
248,10080,248,0.046365176540246474,0.0,0.0,,,,,
249,10121,249,0.09727968647753005,0.0,0.0,0.03761826834212115,1.0,1.0,,
250,10170,250,0.011473014527206638,1.0,1.0,,,,,
251,10211,251,0.01361595449806191,1.0,1.0,,,,,
252,10252,252,0.015471911974600516,1.0,1.0,,,,,
253,10293,253,0.04183880774970567,1.0,1.0,,,,,
254,10334,254,0.03869725038899924,1.0,1.0,,,,,
255,10375,255,0.015135425557236888,1.0,1.0,,,,,
256,10416,256,0.016887591196806172,1.0,1.0,,,,,
257,10465,257,0.01348734839345525,1.0,1.0,0.03603926990457694,1.0,1.0,,
258,10514,258,0.029929273903996245,1.0,1.0,,,,,
259,10563,259,0.028241106233739023,0.0,0.0,,,,,
260,10596,260,0.02962433621669334,1.0,1.0,,,,,
261,10637,261,0.026055702284211293,1.0,1.0,,,,,
262,10670,262,0.03355239037516185,1.0,1.0,,,,,
263,10711,263,0.024381722111400453,1.0,1.0,,,,,
264,10760,264,0.028181118887053644,1.0,1.0,,,,,
265,10801,265,0.02298181573190459,1.0,1.0,0.02500752752093831,1.0,1.0,,
266,10834,266,0.028063151650712825,1.0,1.0,,,,,
267,10875,267,0.025862329861673063,1.0,1.0,,,,,
268,10916,268,0.025860796667286197,1.0,1.0,,,,,
269,10957,269,0.0096219249072019,1.0,1.0,,,,,
270,10990,270,0.03191425228302251,1.0,1.0,,,,,
271,11023,271,0.02192123118096788,1.0,1.0,,,,,
272,11072,272,0.011706577380682573,1.0,1.0,,,,,
273,11113,273,0.01986380829226255,1.0,1.0,0.04258686642150861,0.0,0.0,,
274,11162,274,0.01629240608541295,1.0,1.0,,,,,
275,11211,275,0.011944312827884763,1.0,1.0,,,,,
276,11260,276,0.022158768444884725,1.0,1.0,,,,,
277,11301,277,0.05203519367100672,0.0,0.0,,,,,
278,11334,278,0.021156350189849037,1.0,1.0,,,,,
279,11375,279,0.012711289897662938,1.0,1.0,,,,,
280,11408,280,0.019411278843472247,1.0,1.0,,,,,
281,11449,281,0.02377943540317938,1.0,1.0,0.021645000210239237,1.0,1.0,,
282,11482,282,0.028968705396255248,1.0,1.0,,,,,
283,11523,283,0.01599829190352466,1.0,1.0,,,,,
284,11564,284,0.016036526240874083,1.0,1.0,,,,,
285,11597,285,0.07566487590156612,0.0,0.0,,,,,
286,11646,286,0.0165215301780457,1.0,1.0,,,,,
287,11695,287,0.013037207688666966,1.0,1.0,,,,,
288,11736,288,0.013837566512986087,1.0,1.0,,,,,
289,11777,289,0.044837013657739594,0.0,0.0,0.07885190007623169,0.0,0.0,,
290,11826,290,0.03585659846217216,0.0,0.0,,,,,
291,11867,291,0.012847519999340874,1.0,1.0,,,,,
292,11900,292,0.0339846158445107,1.0,1.0,,,,,
293,11941,293,0.020020428049596375,1.0,1.0,,,,,
294,11982,294,0.09811421746548149,0.0,0.0,,,,,
295,12023,295,0.01543636336819236,1.0,1.0,,,,,
296,12064,296,0.0868876731934306,0.0,0.0,,,,,
297,12105,297,0.012551602144958452,1.0,1.0,0.026391411079530372,1.0,1.0,,
298,12146,298,0.015637137512327173,1.0,1.0,,,,,
299,12195,299,0.009006260600045075,1.0,1.0,,,,,
300,12228,300,0.017055667899439866,1.0,1.0,,,,,
301,12269,301,0.02897615481333924,0.0,0.0,,,,,
302,12302,302,0.02694484915555222,1.0,1.0,,,,,
303,12343,303,0.013119281364401103,1.0,1.0,,,,,
304,12384,304,0.013611514785804503,1.0,1.0,,,,,
305,12417,305,0.032959025120862864,1.0,1.0,0.018631527098477818,1.0,1.0,,
306,12458,306,0.014641222604343057,1.0,1.0,,,,,
307,12499,307,0.07022237756557297,0.0,0.0,,,,,
308,12540,308,0.01984405108889041,1.0,1.0,,,,,
309,12581,309,0.019275285801792053,1.0,1.0,,,,,
310,12614,310,0.012084965530775663,1.0,1.0,,,,,
311,12655,311,0.015071274900816209,1.0,1.0,,,,,
312,12696,312,0.017173757363882033,1.0,1.0,,,,,
313,12745,313,0.008613104331252543,1.0,1.0,0.03289690874591543,1.0,1.0,,
314,12786,314,0.015433151948906015,1.0,1.0,,,,,
315,12827,315,0.014819740205915878,1.0,1.0,,,,,
316,12868,316,0.011185792992662756,1.0,1.0,,,,,
317,12909,317,0.06400199987227098,0.0,0.0,,,,,
318,12950,318,0.014722398758415696,1.0,1.0,,,,,
319,12991,319,0.012715715997495864,1.0,1.0,,,,,
320,13024,320,0.03270567662765188,1.0,1.0,,,,,
321,13065,321,0.01295500561355584,1.0,1.0,0.013147585777915083,1.0,1.0,,
322,13098,322,0.012158228822227102,1.0,1.0,,,,,
323,13139,323,0.01352294938256091,1.0,1.0,,,,,
324,13172,324,0.14691740302427206,0.0,0.0,,,,,
325,13213,325,0.01542191784043098,1.0,1.0,,,,,
326,13254,326,0.0303694457935635,1.0,1.0,,,,,
327,13287,327,0.017996173447027104,1.0,1.0,,,,,
328,13328,328,0.02648950165597489,1.0,1.0,,,,,
329,13369,329,0.056392582552332905,0.0,0.0,0.05722411346214358,0.0,0.0,,
330,13418,330,0.014767052562535053,1.0,1.0,,,,,
331,13459,331,0.01604138054644136,1.0,1.0,,,,,
332,13500,332,0.012365508371847684,1.0,1.0,,,,,
333,13541,333,0.011478769156325144,1.0,1.0,,,,,
334,13590,334,0.011680034615225546,1.0,1.0,,,,,
335,13623,335,0.02077801886385714,1.0,1.0,,,,,
336,13664,336,0.03591982449858915,0.0,0.0,,,,,
337,13697,337,0.024255825139116494,1.0,1.0,0.028752558211369128,1.0,1.0,,
338,13738,338,0.01569165917672217,1.0,1.0,,,,,
339,13779,339,0.014336968366289511,1.0,1.0,,,,,
340,13820,340,0.02337989269848913,1.0,1.0,,,,,
341,13853,341,0.020291898574796505,1.0,1.0,,,,,
342,13894,342,0.008393762525076454,1.0,1.0,,,,,
343,13943,343,0.00893051859808717,1.0,1.0,,,,,
344,13976,344,0.012961441794309393,1.0,1.0,,,,,
345,14025,345,0.023451230964953235,1.0,1.0,0.01777740658368566,1.0,1.0,,
346,14066,346,0.01312786308984505,1.0,1.0,,,,,
347,14107,347,0.028153697852802,1.0,1.0,,,,,
348,14156,348,0.012165569891913034,1.0,1.0,,,,,
349,14197,349,0.01125195387986605,1.0,1.0,,,,,
350,14238,350,0.016428269232099415,1.0,1.0,,,,,
351,14279,351,0.013829348864928762,1.0,1.0,,,,,
352,14312,352,0.016632916752132586,1.0,1.0,,,,,
353,14353,353,0.00942893186173751,1.0,1.0,0.010611711585524973,1.0,1.0,,
354,14386,354,0.015173864639023123,1.0,1.0,,,,,
355,14427,355,0.01735252078118356,1.0,1.0,,,,,
356,14476,356,0.012844802415499238,1.0,1.0,,,,,
357,14517,357,0.18048227709731146,0.0,0.0,,,,,
358,14558,358,0.01382109560916433,1.0,1.0,,,,,
359,14599,359,0.012201043449982539,1.0,1.0,,,,,
360,14648,360,0.013187393154469951,1.0,1.0,,,,,
361,14689,361,0.014548253125161864,1.0,1.0,0.010064470183588128,1.0,1.0,,
362,14722,362,0.01811762239334712,1.0,1.0,,,,,
363,14763,363,0.021751577143259055,1.0,1.0,,,,,
364,14804,364,0.011688776357251301,1.0,1.0,,,,,
365,14845,365,0.013964327859110198,1.0,1.0,,,,,
366,14886,366,0.08716402299617766,0.0,0.0,,,,,
367,14927,367,0.022894942979641203,1.0,1.0,,,,,
368,14976,368,0.010599709857651761,1.0,1.0,,,,,
369,15017,369,0.011909869573326431,1.0,1.0,0.08980964771028813,0.0,0.0,,
370,15066,370,0.009428845825095776,1.0,1.0,,,,,
371,15107,371,0.021236066232435402,1.0,1.0,,,,,
372,15148,372,0.023341096781150556,1.0,1.0,,,,,
373,15197,373,0.013433182626258713,1.0,1.0,,,,,
374,15238,374,0.0116610760204494,1.0,1.0,,,,,
375,15279,375,0.01818788557330845,1.0,1.0,,,,,
376,15312,376,0.014211415113677505,1.0,1.0,,,,,
377,15361,377,0.013044083926124586,1.0,1.0,0.025569480593636396,1.0,1.0,,
378,15402,378,0.019462139277718962,1.0,1.0,,,,,
379,15435,379,0.018571367519971318,1.0,1.0,,,,,
380,15468,380,0.026393730268919172,1.0,1.0,,,,,
381,15509,381,0.012346112931845711,1.0,1.0,,,,,
382,15550,382,0.052863685376025385,0.0,0.0,,,,,
383,15591,383,0.12589570561920846,0.0,0.0,,,,,
384,15632,384,0.011460058108321392,1.0,1.0,,,,,
385,15673,385,0.015187454580038324,1.0,1.0,0.014264913628452634,1.0,1.0,,
386,15722,386,0.013736145800038077,1.0,1.0,,,,,
387,15755,387,0.021190681378357112,1.0,1.0,,,,,
388,15796,388,0.018448736312064284,1.0,1.0,,,,,
389,15845,389,0.01975286298986854,1.0,1.0,,,,,
390,15886,390,0.011099878196080682,1.0,1.0,,,,,
391,15927,391,0.015084546838203094,1.0,1.0,,,,,
392,15960,392,0.044258447364773024,0.0,0.0,,,,,
393,15993,393,0.07674566081783268,0.0,0.0,0.01733678333644639,1.0,1.0,,
394,16034,394,0.013662719646963526,1.0,1.0,,,,,
395,16075,395,0.023572941396952957,1.0,1.0,,,,,
396,16108,396,0.016666120583176965,1.0,1.0,,,,,
397,16141,397,0.12392373901093379,0.0,0.0,,,,,
398,16182,398,0.024931515655596738,1.0,1.0,,,,,
399,16231,399,0.014594054084591336,1.0,1.0,,,,,
400,16272,400,0.01683152770435663,1.0,1.0,,,,,
401,16313,401,0.018730570898158477,1.0,1.0,0.01248599873292551,1.0,1.0,,
402,16354,402,0.014120948712254175,1.0,1.0,,,,,
403,16403,403,0.011601842242809347,1.0,1.0,,,,,
404,16452,404,0.02013956223236164,1.0,1.0,,,,,
405,16493,405,0.010460429583268708,1.0,1.0,,,,,
406,16542,406,0.013186306299186679,1.0,1.0,,,,,
407,16575,407,0.05745989927338087,0.0,0.0,,,,,
408,16616,408,0.013248428789898754,1.0,1.0,,,,,
409,16657,409,0.025346285694453404,1.0,1.0,0.01584701515067718,1.0,1.0,,
410,16706,410,0.04105667281221637,0.0,0.0,,,,,
411,16747,411,0.01616801256829058,1.0,1.0,,,,,
412,16780,412,0.015187543596439356,1.0,1.0,,,,,
413,16813,413,0.01754850453391555,1.0,1.0,,,,,
414,16862,414,0.03486990799943063,0.0,0.0,,,,,
415,16903,415,0.013256642283056863,1.0,1.0,,,,,
416,16944,416,0.014897860098713864,1.0,1.0,,,,,
417,16985,417,0.009478102276214487,1.0,1.0,0.014422005229571369,1.0,1.0,,
418,17018,418,0.018215028477134184,1.0,1.0,,,,,
419,17059,419,0.022379685498650364,1.0,1.0,,,,,
420,17108,420,0.01194122165359052,1.0,1.0,,,,,
421,17149,421,0.01077003662698553,1.0,1.0,,,,,
422,17190,422,0.023526570899441143,1.0,1.0,,,,,
423,17231,423,0.03832490604004647,0.0,0.0,,,,,
424,17272,424,0.019381117536453534,1.0,1.0,,,,,
425,17313,425,0.013689402919168063,1.0,1.0,0.014619699304830647,1.0,1.0,,
426,17354,426,0.028467880075215363,1.0,1.0,,,,,
427,17395,427,0.015068624195584563,1.0,1.0,,,,,
428,17436,428,0.016658750516596228,1.0,1.0,,,,,
429,17485,429,0.010668754619703878,1.0,1.0,,,,,
430,17526,430,0.015481272744538727,1.0,1.0,,,,,
431,17567,431,0.13052432370535097,0.0,0.0,,,,,
432,17608,432,0.012346209710813127,1.0,1.0,,,,,
433,17649,433,0.011743416758021341,1.0,1.0,0.15493489164111088,0.0,0.0,,
434,17698,434,0.08751193939101842,0.0,0.0,,,,,
435,17739,435,0.16632489743820042,0.0,0.0,,,,,
436,17780,436,0.016240769350115442,1.0,1.0,,,,,
437,17829,437,0.015585336249787363,1.0,1.0,,,,,
438,17878,438,0.03514300870769147,0.0,0.0,,,,,
439,17919,439,0.01537574552964361,1.0,1.0,,,,,
440,17952,440,0.051884762026911634,0.0,0.0,,,,,
441,17985,441,0.029105598396745334,1.0,1.0,0.014721535620337817,1.0,1.0,,
442,18026,442,0.015268925527954709,1.0,1.0,,,,,
443,18067,443,0.011032299023587258,1.0,1.0,,,,,
444,18100,444,0.01566677834114671,1.0,1.0,,,,,
445,18141,445,0.02104917835004744,1.0,1.0,,,,,
446,18174,446,0.02931157942883146,1.0,1.0,,,,,
447,18207,447,0.017087897960841474,1.0,1.0,,,,,
448,18248,448,0.015441805398906584,1.0,1.0,,,,,
449,18289,449,0.012361567808504335,1.0,1.0,0.01429052637911809,1.0,1.0,,
